URL;Title;H1;Description;Products Quantity;Prod Quantity over 40;Status code;Traffic
https://kasta.ua/market/sportivnye-puhoviki/;⋆ СПОРТИВНІ ПУХОВИКИ ‣ Купити спортивний пуховик недорого в Києві, Харкові, Одесі - інтернет-магазин України - Kasta;Спортивні пуховики;Інтернет-магазин Kasta ! ⊳ СПОРТИВНІ пуховики ⊲ Знижки на спортивні пуховики в каталозі Kasta  ► 100% орігінал◄ Щоденні розпродажі та знижки! Доставка по всій Україні!;96;True;200;81
https://kasta.ua/market/termobele/;⋆ ТЕРМОБІЛИЗНА ‣ Купити термобілизну недорого в Києві, Харкові, Одесі - інтернет-магазин України - Kasta;Термобілизна;Інтернет-магазин Kasta ! ⊳ Термобілизна ⊲ Знижки на термобілизна в каталозі Kasta  ► 100% орігінал◄ Щоденні розпродажі та знижки! Доставка по всій Україні!;1872;True;200;2762
https://kasta.ua/market/sportivnye-trusy/;СПОРТИВНІ ТРУСИ - Kasta 2021 ᐈ Купити нижню білизну для бігу і тренувань в Інтернет-магазині одягу з доставкою по Києву та Україні;Спортивні труси;➤ Каталог СПОРТИВНИХ ТРУСІВ для чоловіків, жінок, дітей в Інтернет-магазині Kasta ➤ Постійні АКЦІЇ і ЗНИЖКИ ➤ Власні центри видачі товару по Україні: Київ, Харків, Дніпро, Львів, Одеса;240;True;200;156
https://kasta.ua/market/sportivnye-byustgaltery/;СПОРТИВНИЙ ТОП ᐈ Купити жіночий бюстгальтер для фітнесу і бігу в Інтернет-магазині з доставкою по Києву та Україні - Каталог Kasta 2021;Спортивні топи і бюстгальтери (ліфчики);➤ СПОРТИВНІ ТОПИ (бра, бюстгальтери) для бігу, фітнесу, тренувань в Інтернет-магазині Kasta ➤ Примірка і легке повернення ➤ Постійні АКЦІЇ і ЗНИЖКИ ➤ Власні центри видачі товару по Україні: Київ, Харків, Дніпро, Львів, Одеса;192;True;200;373
https://kasta.ua/market/sportivnye-legginsy/;⋆ СПОРТИВНІ легінси ‣ Купити легінси для занять спортом недорого в Києві, Харкові, Одесі - інтернет-магазин України - Kasta;Спортивні легінси;Інтернет-магазин Kasta ! ⊳ СПОРТИВНІ легінси ⊲ Знижки на спортивні легінси в каталозі Kasta  ► 100% орігінал◄ Щоденні розпродажі та знижки! Доставка по всій Україні!;96;True;200;11
https://kasta.ua/market/sportivnye-plavki-i-kupalniki/;⋆ СПОРТИВНІ ПЛАВКИ І КУПАЛЬНИКИ ‣ Купити недорого в Києві, Харкові, Одесі - інтернет-магазин України - Kasta;Спортивні плавки і купальники;Інтернет-магазин Kasta ! ⊳ СПОРТИВНІ ПЛАВКИ І КУПАЛЬНИКИ ⊲ Знижки на спортивні плавки і купальники в каталозі Kasta  ► 100% орігінал◄ Щоденні розпродажі та знижки! Доставка по всій Україні!;624;True;200;51
https://kasta.ua/market/sportivnye-noski-i-golfy/;⋆ СПОРТИВНІ ШКАРПЕТКИ І ГОЛЬФИ ‣ Купити спортивні шкарпетки та гольфи недорого в Києві, Харкові, Одесі - інтернет-магазин України - Kasta;Спортивні шкарпетки та гольфи;Інтернет-магазин Kasta ! ⊳ СПОРТИВНІ ШКАРПЕТКИ І ГОЛЬФИ ⊲ Знижки на спортивні шкарпетки та гольфи в каталозі Kasta  ► 100% орігінал◄ Щоденні розпродажі та знижки! Доставка по всій Україні!;816;True;200;39
https://kasta.ua/market/komplekty-sportivnogo-belya/;⋆ КОМПЛЕКТИ СПОРТИВНОГО БЕЛЬЯ ‣ Купити недорого в Києві, Харкові, Одесі - інтернет-магазин України - Kasta;Комплекти спортивного білизни;Інтернет-магазин Kasta ! ⊳ КОМПЛЕКТИ СПОРТИВНОГО БЕЛЬЯ ⊲ Знижки на комплекти спортивного білизни в каталозі Kasta  ► 100% орігінал◄ Щоденні розпродажі та знижки! Доставка по всій Україні!;24;False;200;5
https://kasta.ua/market/sportivnye-mayki/;⋆ СПОРТИВНІ МАЙКИ ‣ Купити майку для занять спортом недорого в Києві, Харкові, Одесі - інтернет-магазин України - Kasta;Каталог спортивних майок 2021;Інтернет-магазин Kasta ! ⊳ СПОРТИВНІ МАЙКИ ⊲ Знижки на спортивні майки в каталозі Kasta  ► 100% орігінал◄ Щоденні розпродажі та знижки! Доставка по всій Україні!;24;False;200;83
https://kasta.ua/market/sportivnye-krossovki/;⋆ СПОРТИВНІ КРОСІВКИ ДЛЯ БІГУ І ФІТНЕСУ ‣ Купити спортивні кросівки недорого в Києві, Харкові, Одесі - інтернет-магазин України - Kasta;Спортивні кросівки для бігу та фітнесу;Інтернет-магазин Kasta ! ⊳ СПОРТИВНІ КРОСІВКИ ⊲ Знижки на спортивні кросівки для бігу в каталозі Kasta  ► 100% орігінал◄ Щоденні розпродажі та знижки! Доставка по всій Україні!;4776;True;200;476
https://kasta.ua/market/sportivnye-kedy/;⋆ СПОРТИВНІ КЕДИ ‣ Купити кеди для спорту недорого в Києві, Харкові, Одесі - інтернет-магазин України - Kasta;Спортивні кеди;Інтернет-магазин Kasta ! ⊳ СПОРТИВНІ КЕДИ ⊲ Знижки на спортивні кеди в каталозі Kasta  ► 100% орігінал◄ Щоденні розпродажі та знижки! Доставка по всій Україні!;456;True;200;24
https://kasta.ua/market/butsy/;⋆ БУТСИ ‣ Купити недорого в Києві, Харкові, Одесі - інтернет-магазин України - Kasta;Бутси;Інтернет-магазин Kasta ! ⊳ БУТСИ ⊲ Знижки на бутси в каталозі Kasta  ► 100% орігінал◄ Щоденні розпродажі та знижки! Доставка по всій Україні!;264;True;200;276
https://kasta.ua/market/bortsovki-sportivnye/;DEFAULT;NO H1;NO DESCRIPTION;NO PRODUCTS;False;404;4
https://kasta.ua/market/mangaly/;⋆ МАНГАЛИ ‣ Купити мангал в Києві ‣ Доставка по Україні ‣ Інтернет-магазин Kasta;Мангали;МАНГАЛИ на Kasta ! ➤ Великий вибір мангалів за найкращою ціною! Безкоштовна доставка і миттєве повернення!;24;False;200;4
https://kasta.ua/market/odezhda-dlya-ohoty-rybalki/;⋆ ОДЯГ ДЛЯ ПОЛЮВАННЯ, РИБОЛОВЛІ ‣ Купити охотнічий одяг, костюми для риболовлі недорого в Києві, Харкові, Одесі - інтернет-магазин України - Kasta;Одяг для полювання, риболовлі;Інтернет-магазин Kasta ! ⊳ ОДЯГ ДЛЯ ПОЛЮВАННЯ, РИБОЛОВЛІ ⊲ Знижки на одяг для полювання, риболовлі в каталозі Kasta  ► 100% орігінал◄ Щоденні розпродажі та знижки! Доставка по всій Україні!;48;False;200;26
https://kasta.ua/market/spinningi/;⋆ СПІНІНГ ‣ Купити спінінг для лову риби недорого в Києві, Харкові, Одесі - інтернет-магазин України - Kasta;Спінінги;Інтернет-магазин Kasta ! ⊳ спінінг ⊲ Знижки на спінінги в каталозі Kasta  ► 100% орігінал◄ Щоденні розпродажі та знижки! Доставка по всій Україні!;24;False;200;5
https://kasta.ua/market/rybolovnye-snasti/;⋆ РИБОЛОВНІ СНАСТІ, Котушка для спінінга ‣ Купити недорого в Києві, Харкові, Одесі - інтернет-магазин України - Kasta;Рибальські снасті, котушки для спінінга;Інтернет-магазин Kasta ! ⊳ РИБОЛОВНІ СНАСТІ, КОТУШКИ ⊲ Знижки на рибальські снасті, котушки в каталозі Kasta  ► 100% орігінал◄ Щоденні розпродажі та знижки! Доставка по всій Україні!;48;True;200;174
